7|3737|5.53461|6.4465,1.66019;|1111 1122 1112 1114 1124 1111 1134 1111 1144 1311 2311 1311 2311 1111 3311 1111 3311 1111
7|4014|5.21139|4.70044,2.18621;|1111 1114 1124 1111 1134 1111 1144 1122 1112 1311 2311 1311 2311 1111 3311 1111 3311 1111
7|4185|5.49453|3.11225,2.09474;|1111 1113 1123 1111 1133 1122 1112 1311 2311 1111 3311 1311 2311 1111 3312 1111 3322 1111
7|4204|5.21139|4.70044,2.18621;|1111 1114 1124 1111 1134 1111 1144 1122 1112 1311 2311 1111 3311 1311 2311 1111 3311 1111
7|4265|9.38191|7.17731,1.20441;|1111 1115 1125 1111 1135 1111 1145 1111 1155 1311 2311 1311 2311 1111 3311 1111 3311 1111
7|4400|5.46984|6.68701,1.04665;|1111 1115 1125 1311 2311 1111 3311 1111 1135 1111 1145 1111 1155 1311 2311 1111 3311 1111
7|4407|9.38191|7.17731,1.20441;|1111 1115 1125 1111 1135 1111 1145 1111 1155 1311 2311 1111 3311 1311 2311 1111 3311 1111
7|4559|3.83008|5.45781,1.79153;5.45781,1.79153;5.46399,1.79084;|1111 1122 1112 1322 2311 1111 3311 1111 1312 1122 1112 1122 1112 1311 2311 1111 3311 1111
7|4560|3.57845|5.45812,1.64545;5.46399,1.64304;|1111 1122 1112 1322 2311 1111 3311 1111 1312 1122 1112 1322 2311 1111 3311 1111 1312 1111
7|4561|5.58881|4.45781,1.79153;4.45781,1.79153;4.46399,1.79084;|1111 1112 1122 1322 2311 1111 3311 1111 1312 1122 1112 1122 1112 1311 2311 1111 3311 1111
7|4620|3.57845|5.53224,1.64254;5.53224,1.64254;|1111 1122 1112 1312 1322 1112 1122 1312 1322 1111 2311 1111 3311 1111 2311 1111 3311 1111
7|4642|6.14371|4.53314,2.01111;4.5675,2.02294;|1111 1112 1122 1312 1322 1112 1122 1122 1112 1311 2311 1111 3311 1111 2311 1111 3311 1111
7|4643|6.27866|4.53197,1.53416;|1111 1112 1122 1312 1322 1113 1123 1311 2311 1111 3311 1111 1133 1111 2311 1111 3311 1111
7|4644|5.18408|4.53219,1.62599;4.53219,1.62599;|1111 1112 1122 1312 1322 1112 1122 1311 2311 1111 3312 1111 3322 1111 2311 1111 3311 1111
7|4649|5.6426|4.53265,1.81011;4.55073,1.81561;|1111 1112 1122 1312 1322 1113 1123 1111 1133 1311 2311 1111 3311 1111 2311 1111 3311 1111
7|4650|5.18408|4.53219,1.62599;4.53219,1.62599;|1111 1112 1122 1312 1322 1112 1122 1311 2312 1111 2322 1111 3311 1111 2311 1111 3311 1111
7|4651|5.99598|4.533,1.95184;4.5675,1.9628;|1111 1112 1122 1312 1322 1112 1122 1311 2311 1112 1122 1111 3311 1111 2311 1111 3311 1111
